item_id,title,current_tags,suggested_add_tags,suggested_folder,suggested_correspondent,confidence,reason,source_query
5rp3Zh28Lkk-a63ACzxU3SN-jBwQkV7ezER-6xEpVhgFEAn,macroeconimics-uk.pdf,,bank;contract;insurance,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search,"!exist:folder; content:""contract""; content:""policy""; content:""statement""; inbox:yes"
cqg8DXXzTJS-htzgXyaJ4wm-d2TSaF1jYFf-JRrpzNuUer,MACROECONOMIC-EFFECTS-FROM-GOVERNMENT-PURCHASES-AND-TAXES-Barro.pdf,,insurance,,,0.70,matched insurance/policy search,"!exist:folder; content:""policy""; inbox:yes"
CLr4CQ2Y1cZ-hs8LkAi7fxr-9e3dGc85jgm-LDpFVmxzC4d,Macroeconomics by Dornbusch_Fischer_Startz.pdf,,bank;contract;insurance;receipt,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
5Suvzu4dAiT-TFMVGyxoWuE-P4Giz9BHdWk-W84CRMDbjdT,Mahoney_Austrian Value Theory.pdf,,bank,,,0.65,matched bank statement search,"!exist:folder; content:""statement""; inbox:yes"
F3RbqJLZrG8-c7df8gVrokv-cv2G8EWyRXW-W5s7hzkUSTR,Making the Most of Big Data.pdf,,bank;insurance,,,0.70,matched bank statement search; matched insurance/policy search,"!exist:folder; content:""policy""; content:""statement""; inbox:yes"
5UDjZCkxArd-kvG7eWtyW3L-jZt4yc7CqUH-Kfi6XRPnSkZ,Man vs Welfare State_Hazzlit.pdf,,bank;contract;insurance;receipt,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
4nJi5KmtUc6-knP6J7WebAb-LocriLjeN95-3jC5ayFpSSj,Management and Business Trainee.pdf,,bank;contract;insurance;receipt,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
E2GkHJsDUJT-x9227DPEyaC-mFqjP88MhAt-twnTTxMfg2a,Management Assessment.pdf,,bank;contract;insurance,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search,"!exist:folder; content:""contract""; content:""policy""; content:""statement""; inbox:yes"
H4xPUsxHHVM-c12MRouozQY-Mw7fwLCEWB8-t8nNKnBNFfM,Management Basics.pdf,,bank;contract;insurance;invoice,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched invoice/faktura search,"!exist:folder; content:""contract""; content:""invoice""; content:""policy""; content:""statement""; inbox:yes"
8dJ3XxQK8xm-qwWJxEhVc1q-hbJ5UJxf6HZ-sPR1fmyafVA,Management Briefs.pdf,,bank;insurance,,,0.70,matched bank statement search; matched insurance/policy search,"!exist:folder; content:""policy""; content:""statement""; inbox:yes"
EBPGRtGBmWJ-sdwRBf8UBXi-xrUfkUmLh3p-7J1AsoyAESG,Managerial Technology Evaluation.pdf,,bank;insurance,,,0.70,matched bank statement search; matched insurance/policy search,"!exist:folder; content:""policy""; content:""statement""; inbox:yes"
14FiP9M55LE-EWXvyHFk5PM-XB2WngWaEHp-Cc9PuNcdzMT,Managing a project across the project life span.pdf,,bank;contract;insurance,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search,"!exist:folder; content:""contract""; content:""policy""; content:""statement""; inbox:yes"
TtuoCX4HjLm-AnvHcTckjUT-4JqW5CNo7wj-4sLRQu3h8e,Managing a Project Team.pdf,,contract;insurance,,,0.70,matched contract/dogovor search; matched insurance/policy search,"!exist:folder; content:""contract""; content:""policy""; inbox:yes"
AXTcaTEP1XR-CGBzrc5fBiN-xhkMHoau4ae-rhhocsPF15B,Managing Budgets.pdf,,bank;contract;insurance,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search,"!exist:folder; content:""contract""; content:""policy""; content:""statement""; inbox:yes"
3zeFVEtaukj-Fnms3NU11nv-4xFGDfASkvw-pATs3WUkTMv,Managing digital risk.pdf,,bank;contract;insurance,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search,"!exist:folder; content:""contract""; content:""policy""; content:""statement""; inbox:yes"
915Y1gd5sLT-NAkFEahaGrc-NdecuRnTD39-pUQeHq9d1i5,Managing human resource learning for innovation.pdf,,contract;insurance,,,0.70,matched contract/dogovor search; matched insurance/policy search,"!exist:folder; content:""contract""; content:""policy""; inbox:yes"
2RNnvuNEiEj-idWs9FpTjG5-5qzCDcDy3ui-wbCZw73GLVt,Managing People.pdf,,bank;insurance;receipt,,,0.70,matched bank statement search; matched insurance/policy search; matched receipt/kasov search,"!exist:folder; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
2yKMBHcS718-LyWTqUwy7bx-onStXKKyHSA-mmEcYQAKfox,Managing Project Quality.pdf,,bank;contract;insurance,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search,"!exist:folder; content:""contract""; content:""policy""; content:""statement""; inbox:yes"
GRhDC6jZzrg-f3LuHs6DWyd-Q6625pF6xWW-qGdmK3jyJDA,Managing Project Quality.pdf,,contract;insurance,,,0.70,matched contract/dogovor search; matched insurance/policy search,"!exist:folder; content:""contract""; content:""policy""; inbox:yes"
ED6kj2LYwPq-yjnydr77tNk-UKLMXLodBrc-4tmXfn15Y4o,Managing Project Risk.pdf,,bank;contract,,,0.70,matched bank statement search; matched contract/dogovor search,"!exist:folder; content:""contract""; content:""statement""; inbox:yes"
Hugn6EEm74p-5wzN6tCHeLX-9T6TYffBdad-5shvjVT1mSa,Managing Project Risk.pdf,,bank;contract,,,0.70,matched bank statement search; matched contract/dogovor search,"!exist:folder; content:""contract""; content:""statement""; inbox:yes"
AnPihRrEoNj-A7kKefXMxbY-TPkxvZf9yYW-WVPdBCBJrP3,Managing Project Scope.pdf,,bank,,,0.65,matched bank statement search,"!exist:folder; content:""statement""; inbox:yes"
Ay68zpzgW7D-ghRNfSrekB7-7Ku5ZyRDMFn-wWrxWrfLYJb,Managing Project Scope.pdf,,bank,,,0.65,matched bank statement search,"!exist:folder; content:""statement""; inbox:yes"
B7T4afBDWnu-ph8qrDExdpi-iwYF9KWw5QN-snhn9beCFbi,Managing Projects.pdf,,contract;insurance;invoice,,,0.70,matched contract/dogovor search; matched insurance/policy search; matched invoice/faktura search,"!exist:folder; content:""contract""; content:""invoice""; content:""policy""; inbox:yes"
4LBNeu6Lk6u-bHr7omP8TmY-2RaGE32a6sV-HgFtaHtZJb9,Managing Projects_ Challenges and methods.pdf,,bank;contract;insurance,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search,"!exist:folder; content:""contract""; content:""policy""; content:""statement""; inbox:yes"
8ncrebUQaPL-RaR5MedXPpo-rmLUUKgs39e-5NH2zWERWmS,Managing Projects_ Methodology .pdf,,bank;contract;insurance,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search,"!exist:folder; content:""contract""; content:""policy""; content:""statement""; inbox:yes"
Bhhif7wDBH3-RrUwSU8m3Pw-QmxzKZSXq39-o1EttaH6oTr,Managing Quality in The 21st Century.pdf,,bank;contract;insurance;receipt,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
BEpzqanogVU-oB83Ha4U3pq-LBXRkEJZxfh-ZqY5VuQC7y,Managing Successful Innovations.pdf,,contract;insurance;receipt,,,0.70,matched contract/dogovor search; matched insurance/policy search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""policy""; content:""receipt""; inbox:yes"
HTxG2PDg9NN-YshcbyHfwW7-ySQ4iZq6923-wWV91bq8hBd,Managing Team Members.pdf,,contract;insurance;invoice,,,0.70,matched contract/dogovor search; matched insurance/policy search; matched invoice/faktura search,"!exist:folder; content:""contract""; content:""invoice""; content:""policy""; inbox:yes"
3VEyueRhTe4-Bx2Njd5epB7-9j9M7Wna7yY-rt2CVCc6uuw,Managing the Project Budget.pdf,,bank;contract;insurance;invoice,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched invoice/faktura search,"!exist:folder; content:""contract""; content:""invoice""; content:""policy""; content:""statement""; inbox:yes"
FcFJHTrE1f6-U7vtNuTx2K2-vKK4dTxH2Gq-3X7XJ9PdQ7a,Managing the Project Budget.pdf,,bank;contract;insurance;invoice,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched invoice/faktura search,"!exist:folder; content:""contract""; content:""invoice""; content:""policy""; content:""statement""; inbox:yes"
Bq1QEEX23RE-mbCPiAJnWpP-4PBQbQbsnMW-AUu66G7cwLM,Managing the Project Schedule.pdf,,bank;contract,,,0.70,matched bank statement search; matched contract/dogovor search,"!exist:folder; content:""contract""; content:""statement""; inbox:yes"
HqshndLzm71-wKXDLS13Wi8-oi5qjb73nPR-KafuybwtgcH,Managing the Project Schedule.pdf,,bank;contract,,,0.70,matched bank statement search; matched contract/dogovor search,"!exist:folder; content:""contract""; content:""statement""; inbox:yes"
8DHCURmfcZA-Q4QNKPLEmCp-pTzXWqzJuhx-QgvMPPb5kEf,Managing through Change.pdf,,insurance,,,0.70,matched insurance/policy search,"!exist:folder; content:""policy""; inbox:yes"
BpY6kdmYnKy-EhQXGd5eK4m-8NLWC8YdsCJ-P5vnNZktxGe,Managing your SME more effectively Part I.pdf,,bank;contract;insurance;invoice;receipt,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched invoice/faktura search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""invoice""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
Gq3LUPEPG59-SWvwouLZtuW-ENPnhWi7j2M-RaTjotvLrPp,Managing your SME more effectively Part II.pdf,,bank;contract;insurance;invoice;receipt,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched invoice/faktura search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""invoice""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
Akv7zMkQNX3-JtaJk2geUvg-sQrrV5FjYgG-34fvQq4uysN,Mancur Olson - Logic of Collective Action.pdf,,bank;insurance,,,0.70,matched bank statement search; matched insurance/policy search,"!exist:folder; content:""policy""; content:""statement""; inbox:yes"
B3bms5qA51T-kv4A4bptYet-wJC3AGTavEm-txuUXGxKMBk,"Manias, Panics, and Crashes A History of Financial Crises.pdf",,bank;contract;insurance;receipt,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
CuDQxaZ2vkk-eD3C2AXeHW2-oappHRX5z3w-XJqNH9YznTE,Math Methods for FinMarkets.pdf,,bank;banking;contract;insurance;telecom,,A1,0.85,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched obvious A1 signal; matched obvious DSK signal,"!exist:folder; content:""A1""; content:""DSK""; content:""contract""; content:""policy""; content:""statement""; inbox:yes"
643QxyuoYQU-ikZL4XJPVHq-EbchDB1t41Q-b9AAwDuVzeq,Mathematical Economics and Finance.pdf,,bank;contract;telecom,,A1,0.85,matched bank statement search; matched contract/dogovor search; matched obvious A1 signal,"!exist:folder; content:""A1""; content:""contract""; content:""statement""; inbox:yes"
7CpCNz2rcwy-5q71zqrsUGx-kmer32RBFCu-A5a1QdJLhiN,mathematical-models-in-portfolio-analysis.pdf,,contract;telecom,,A1,0.85,matched contract/dogovor search; matched obvious A1 signal,"!exist:folder; content:""A1""; content:""contract""; inbox:yes"
Du8PSHLb3Vc-rtKW78Fyo61-p2i71wAwtfc-LhyVNrhy7jp,"MATHEMATICS FOR ECONOMICS AND BUSINESS - PECCATI LORENZO, SALSA SANDRO, SQUELLATI ANNAMARIA.pdf",,bank;contract;insurance;invoice;telecom,,A1,0.85,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched invoice/faktura search; matched obvious A1 signal,"!exist:folder; content:""A1""; content:""contract""; content:""invoice""; content:""policy""; content:""statement""; inbox:yes"
D2RYwTbt3ut-nAWUbxZzUDW-9AehY4c6gi5-Cba8N4ov7PA,Maximizing People Potential.pdf,,bank;contract;insurance;receipt,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
8mNeZdWucSD-V72QgVitMze-16XgdR2tU8H-2qy41M2nMRz,Maynard's RevengeThe Collapse of Free Market Macroeconomics by Lance Taylor.pdf,,bank;contract;insurance;receipt,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
v7s4yoWXQMV-j1mEihL2A7T-7hj7eF8JAEd-Mvvz8GhTGp,McGee - Chasing Goldman Sachs (2010).pdf,,bank;contract;insurance,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search,"!exist:folder; content:""contract""; content:""policy""; content:""statement""; inbox:yes"
F4zdZ6p5k9T-FzhsvjtWhtA-icqjBanfP2e-JiL9uiuABVT,McManus - Financial Terrorism; Hijacking America under the Threat of Bankruptcy (1993).pdf,,bank;contract;insurance;receipt;telecom,,A1,0.85,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched obvious A1 signal; matched receipt/kasov search,"!exist:folder; content:""A1""; content:""contract""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
7APgCNSWwqJ-8B7nTUQJoU9-udzQJ32gDAZ-LCNnSsunWQr,Measuring Performance at the Workplace.pdf,,bank;contract;insurance;invoice,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched invoice/faktura search,"!exist:folder; content:""contract""; content:""invoice""; content:""policy""; content:""statement""; inbox:yes"
2CJkw5oRnnG-XCws6AstaoQ-M3VVSxVanA4-sYgJNUfC8SQ,Mehrling - The New Lombard Street; How the Fed Became the Dealer of Last Resort (2011).pdf,,contract;insurance;receipt,,,0.70,matched contract/dogovor search; matched insurance/policy search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""policy""; content:""receipt""; inbox:yes"
5esbVMpY8Je-WHT6KPgKFDa-zTy16AACCMP-JXv8CqUhk1,mengerprinciples-studyguide.pdf,,insurance,,,0.70,matched insurance/policy search,"!exist:folder; content:""policy""; inbox:yes"
9ewaN4feiVT-xPwj7pJ27NT-5L56VvzWZJ4-CPd5B5HG3Xy,menofwealth.pdf,,bank;contract;insurance;receipt,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
2WbNxDsiFiU-mucE3XTWnMF-RYqoLhLoWfF-e9PzswBeEbq,Mergers and Acquisitions Creating Integrative Knowledge (Strategic Management Society).pdf,,bank;contract;insurance;telecom,,A1,0.85,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched obvious A1 signal,"!exist:folder; content:""A1""; content:""contract""; content:""policy""; content:""statement""; inbox:yes"
FuznruaAfG1-cCf2yzqViMi-aeiX9t3uWpj-mRifLfFrfNY,"Mergers, Acquisitions, and Other Restructuring Activities, Sixth Edition An Integrated Approach to P.pdf",,bank;contract;insurance;invoice;receipt;telecom,,A1,0.85,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched invoice/faktura search; matched obvious A1 signal; matched receipt/kasov search,"!exist:folder; content:""A1""; content:""contract""; content:""invoice""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
CrBDV1951H5-TuVmcLYr7tP-SV73SM8WrHc-RbKbAU9Tjs6,Merrill-Lynch-Credit-Derivatives-Handbook-2000.pdf,,bank;contract;insurance;telecom,,A1,0.85,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched obvious A1 signal,"!exist:folder; content:""A1""; content:""contract""; content:""policy""; content:""statement""; inbox:yes"
5hFur7BJXfT-w7vRhpy6zSW-QJ6XYMSJQU1-CKELWXS7vju,Meyer - A Term at the Fed; an Insider's View (2004).pdf,,bank;contract;insurance;telecom,,A1,0.85,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched obvious A1 signal,"!exist:folder; content:""A1""; content:""contract""; content:""policy""; content:""statement""; inbox:yes"
7HxCCGmGPbz-apakDbCigzp-Q7H5UkpoQRy-toMwP7KgGjT,microeco-_varian.pdf,,bank;contract;insurance;receipt;telecom,,A1,0.85,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched obvious A1 signal; matched receipt/kasov search,"!exist:folder; content:""A1""; content:""contract""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
HUDDv1n8yoK-RHYD1WPbQAW-oCpQ79gtb32-LXCKnjWBy2Z,Microeconomics for MBAs.pdf,,bank;banking;contract;insurance;receipt;telecom,,A1,0.85,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched obvious A1 signal; matched obvious DSK signal; matched receipt/kasov search,"!exist:folder; content:""A1""; content:""DSK""; content:""contract""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
BQ41FtdWGbj-PKEn73K9JTv-hLqjfXkbuAx-TLyGwq3dnFP,Mitchell-Wesley-C-The-Role-of-Money-in-Economic-History-JEH4-1944.pdf,,contract;insurance,,,0.70,matched contract/dogovor search; matched insurance/policy search,"!exist:folder; content:""contract""; content:""policy""; inbox:yes"
9T6rcwHdSzg-yvqRT8cGPf9-VY8CA6P95Xd-vJKZ4yQcXmC,"Modern commercial banking, 2nd Edition.pdf",,bank;contract;insurance;invoice;receipt,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched invoice/faktura search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""invoice""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
4CmwtB3QXzE-VGxVpRu1iSz-qzEoCkBcsEs-YJ3N6eajzhm,Modern-Macroeconomics-Its-Origins-Development-and-Current-State.pdf,,bank;contract;insurance;receipt;telecom,,A1,0.85,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched obvious A1 signal; matched receipt/kasov search,"!exist:folder; content:""A1""; content:""contract""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
96dmGPQm4me-zqHAFpeVdSH-Xk5WVetDxym-kuF8BNTfzZQ,modern-microeconomics.pdf,,bank;contract;insurance;telecom,,A1,0.85,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched obvious A1 signal,"!exist:folder; content:""A1""; content:""contract""; content:""policy""; content:""statement""; inbox:yes"
CDfhKjUMgV9-5ygRfkTEMt9-MRrbwm7E1q9-E3FQMa1zAoo,modern-risk-management-remarks.pdf,,bank;contract;insurance;invoice,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched invoice/faktura search,"!exist:folder; content:""contract""; content:""invoice""; content:""policy""; content:""statement""; inbox:yes"
DcbqMHzz6St-UtaFu9Kji2r-GeYXb3EArow-QKx7Wjv4J29,Moneta-Credito-e-Signoraggio-Nell-Attuale-Sistema-Monetario.pdf,,banking;insurance,,UniCredit,0.85,matched insurance/policy search; matched obvious UniCredit signal,"!exist:folder; content:""UniCredit""; content:""policy""; inbox:yes"
7MRiP2tTY7L-hqB3BPCsjqM-FBqVyoeushu-TbAcC7suzB8,Moneta-Nostra.pdf,,banking;insurance;telecom,,A1,0.85,matched insurance/policy search; matched obvious A1 signal; matched obvious UniCredit signal,"!exist:folder; content:""A1""; content:""UniCredit""; content:""policy""; inbox:yes"
51VQdtWXbAM-Co4GV1j8a52-RSUjhnzwdLy-qvxYfowNZ5T,"Money as God The Monetization of the Market and its Impact on Religion, Politics, Law, and Ethics.pd.pdf",,bank;contract;insurance;receipt,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
BnESrgGW9cQ-X4mGyHGTGeZ-2U4tjxH1JcT-kGaC4sS96X4,money markets and sovereignty manuel hinds.pdf,,contract;insurance;invoice,,,0.70,matched contract/dogovor search; matched insurance/policy search; matched invoice/faktura search,"!exist:folder; content:""contract""; content:""invoice""; content:""policy""; inbox:yes"
6M8GZ3He95W-V1MhKaLmmqM-ywGt3yBfoNr-27jaepRtRmU,"Money, Banking and Financial Markets, 4th Edition.pdf",,bank;contract;insurance;receipt;telecom,,A1,0.85,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched obvious A1 signal; matched receipt/kasov search,"!exist:folder; content:""A1""; content:""contract""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
3BePKb7Mmkk-QK35vpPy8Wx-aV4tbouCeUS-Qz8nwgPCz72,money-and-monetary-policy-in-an-open-economy.pdf,,contract;insurance,,,0.70,matched contract/dogovor search; matched insurance/policy search,"!exist:folder; content:""contract""; content:""policy""; inbox:yes"
BSVeTN1RqDP-TfHfmTyD9Va-atcZ9QLvsig-pEtpf15PFDy,money-and-monetary-policy-in-an-open-economy.pdf,,contract;insurance,,,0.70,matched contract/dogovor search; matched insurance/policy search,"!exist:folder; content:""contract""; content:""policy""; inbox:yes"
GYs2SHe9NmY-C5WdGanXdzB-VUNfTDc2aoL-w9fL4pChCGi,money-and-monetary-policy-in-an-open-economy.pdf,,contract;insurance,,,0.70,matched contract/dogovor search; matched insurance/policy search,"!exist:folder; content:""contract""; content:""policy""; inbox:yes"
DF5AjXiDC96-3UoVFqTVoGR-7QfJ8t7ND2Z-PLZGW4GBiv4,Money-and-Power-How-Goldman-Sachs-Came-To-Rule-The-World-William-D-Cohan.pdf,,bank;contract;insurance;invoice;receipt;telecom,,A1,0.85,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched invoice/faktura search; matched obvious A1 signal; matched receipt/kasov search,"!exist:folder; content:""A1""; content:""contract""; content:""invoice""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
CgQaAGsBA7X-e5JV4nhhxH1-GUC1Svrym5M-gKMqjKo2hvE,Money-Banks-the-Hidden-Truth-Behind-the-Global-Debt-Scam-by-Richard-Greaves.pdf,,bank,,,0.65,matched bank statement search,"!exist:folder; content:""statement""; inbox:yes"
4vJ492x8aqt-5q1C4qfiXc5-UQjYvAuou3N-8gH1wzFBemA,money-creation-advanced-readings.pdf,,bank;insurance;receipt,,,0.70,matched bank statement search; matched insurance/policy search; matched receipt/kasov search,"!exist:folder; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
E78QimC2BtZ-qt8nVPDAyWq-Z7DzCCBDQTY-VrRpA2NFcm1,money-creation-advanced-readings.pdf,,bank;insurance;receipt,,,0.70,matched bank statement search; matched insurance/policy search; matched receipt/kasov search,"!exist:folder; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
6rFsahWwbUb-qFuSKoGyWiN-eL3zVXa4Ju3-P2U49DN1UcZ,money-creation-an-introduction.pdf,,bank;contract;insurance;receipt,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
4xASQT42cdY-vFieXs4VCkg-6SY7ZxSvBW6-5kcjfBpaVQc,money-market-an-introduction.pdf,,bank;contract;insurance;receipt,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
Ff2sGK6wtvM-XimSYzmq2Ka-5wpoNhCG3oS-73uZsSnLs6X,money-market-an-introduction.pdf,,bank;contract;insurance;receipt,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
At3gCcMtE8d-hgC5kvH6LLY-PphqdnXmRq1-jF1YwT3B5EZ,money.pdf,,contract;insurance,,,0.70,matched contract/dogovor search; matched insurance/policy search,"!exist:folder; content:""contract""; content:""policy""; inbox:yes"
CUPBs2q2C5P-imL6wnDpNKu-xeHxGFBmuMf-dpe2goNNAx6,Moneyball.pdf,,contract,,,0.70,matched contract/dogovor search,"!exist:folder; content:""contract""; inbox:yes"
HNnqYfUB8sh-MiMegJEcxwA-yjKRCfpawjK-iXkNKjPZkgL,Moneyball_Art_Of_Winning_An_Unfair_Game.pdf,,bank;contract,,,0.70,matched bank statement search; matched contract/dogovor search,"!exist:folder; content:""contract""; content:""statement""; inbox:yes"
EHGDGFKFJY4-snJhCEu3uDw-cJi3QiBaDVo-LRZ8f1mnPNN,Montesquieu on Commerce.doc,,insurance,,,0.70,matched insurance/policy search,"!exist:folder; content:""policy""; inbox:yes"
HUPX7SWqpYY-uUC7sKKuxDT-85JX3jJP3B9-geQJjdZY6f3,Motivation Skills.pdf,,insurance,,,0.70,matched insurance/policy search,"!exist:folder; content:""policy""; inbox:yes"
F9NxDW75XKG-vwVB6F87Cox-JXdGWqjSaoY-mAPHpb4yi2m,MR __ goldman-sachs-recommended-reading-list.pdf,,insurance,,,0.70,matched insurance/policy search,"!exist:folder; content:""policy""; inbox:yes"
JVseCoW7BHt-SBqCybkxrL3-Ta5LAwr3M6J-HoVuJqkQ9q,Muchlinski - Central Banks and Coded Language; Risks and Benefits (2011).pdf,,bank;contract;insurance;receipt,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
9EPgm476VKB-3hg4qfyDGBc-ridmWoPRRjy-Fb3MxWxZWcf,Myths and Truts about Libertarianism.pdf,,bank;insurance,,,0.70,matched bank statement search; matched insurance/policy search,"!exist:folder; content:""policy""; content:""statement""; inbox:yes"
3QjR9DM9Djg-kEWYwYqbb6n-n9hRT9YUGdj-9sVD8ndtxFp,NaomiKlein-TheShockDoctrine.pdf,,bank;contract;insurance;invoice,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched invoice/faktura search,"!exist:folder; content:""contract""; content:""invoice""; content:""policy""; content:""statement""; inbox:yes"
EfByjX9y7f8-64Lrrb3uW8e-gNLwuqFjcVF-pHiwPxjNf9Y,NB Economics for Engineers.pdf,,bank;receipt,,,0.70,matched bank statement search; matched receipt/kasov search,"!exist:folder; content:""receipt""; content:""statement""; inbox:yes"
8Q3FFk4iSQX-x31Zng4wGJr-fMhrw798wv9-hbDgLa4UQTT,NB Wealth Virtual Wealth and Debt.pdf,,bank;contract;insurance;receipt,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched receipt/kasov search,"!exist:folder; content:""contract""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
5K9F62LVVJ7-KoorEWjE2QP-U2cKtDESYpc-93R6oKtNo7o,NB__Other_Peoples_Money.pdf,,bank;contract;insurance,,,0.70,matched bank statement search; matched contract/dogovor search; matched insurance/policy search,"!exist:folder; content:""contract""; content:""policy""; content:""statement""; inbox:yes"
GooxnyDm2zx-x1oRMjh1yGZ-YeVTyX8Ljci-MrfxzhjSjyE,NB_Nontaxation and Representation The Fiscal Foundations of Political Stability.pdf,,bank;contract;insurance;receipt;telecom,,A1,0.85,matched bank statement search; matched contract/dogovor search; matched insurance/policy search; matched obvious A1 signal; matched receipt/kasov search,"!exist:folder; content:""A1""; content:""contract""; content:""policy""; content:""receipt""; content:""statement""; inbox:yes"
